"Start (UTC)","V_avg (km/s)","Duration (s)","Peak (abs mag)","Stations","LonBeg","LatBeg","Ht_beg (km)","LonEnd","LatEnd","Ht_end (km)","Shower","Radiant RA","Radiant DEC"
" 2023-08-13 00:33:12.646725","  58.96583","     0.40","  -1.46"," BE0003,BE000D,NL0001","     4.063029","    49.956200"," 108.2328","     3.915296","    49.877159","  92.5869","Perseids","  46.79009"," +57.59494"
" 2023-08-13 00:33:16.431457","  58.69110","     0.26","  -1.16"," HR0024,HU0002","    19.964094","    47.056013"," 105.4060","    19.876607","    47.005322","  92.9900","Perseids","  46.87567"," +58.48966"
" 2023-08-13 00:33:17.122300","  59.03075","     0.24","  -2.10"," FR000V,FR000Z","     3.963869","    48.590638"," 110.1212","     3.866372","    48.534674","  99.6342","Perseids","  46.76725"," +57.65295"
" 2023-08-13 00:33:17.214313","  60.12050","     0.23","  +0.19"," UK002K,UK005M,UK006G,UK008F,UK00A0","     1.242443","    53.376225"," 105.8673","     1.146893","    53.329582","  97.0118","Perseids","  51.50375"," +57.38415"
" 2023-08-13 00:33:22.705733","  51.55316","     0.24","  +0.43"," HR0024,HU0002","    18.505599","    45.923395"," 108.7125","    18.449454","    45.899484","  99.0266","...","  30.23889"," +53.64750"
" 2023-08-13 00:33:28.942111","  69.40096","     0.40","  -1.16"," HR000S,HR000V","    16.307457","    46.335776"," 111.4170","    16.015232","    46.298565","  96.4050","...","  57.88843"," +29.60365"
" 2023-08-13 00:33:29.014732","  59.61290","     0.77","  -3.11"," BG0003,BG0004","    22.359357","    42.577454"," 113.6129","    22.120480","    42.422627","  79.3901","Perseids","  47.63246"," +56.39206"
" 2023-08-13 00:33:36.093108","  56.31665","     0.28","  -1.16"," HR000M,HR000P,HR000S,HR0017,SI0001","    15.047715","    46.079671"," 108.2653","    14.958858","    46.030129","  98.0388","Perseids","  50.87696"," +55.91001"
" 2023-08-13 00:33:40.495257","  58.18728","     0.32","  -1.09"," NL000M,UK002K,UK005M,UK006G,UK008F,UK00A0","     1.581727","    53.169139"," 107.5972","     1.451235","    53.108025","  94.7030","Perseids","  47.21272"," +57.66555"
" 2023-08-13 00:33:45.167853","  36.37101","     0.76","  -2.31"," ES000C,ES000F","    -1.933706","    40.811544","  94.4734","    -2.059295","    40.989546","  78.4602","AOA"," 350.36282"," -11.14632"
" 2023-08-13 00:33:55.991411","  62.21936","     0.48","  -2.37"," SI0002,SK0002","    18.899427","    48.680953"," 107.4441","    18.728743","    48.599819","  84.6787","Perseids","  45.66551"," +56.82820"
" 2023-08-13 00:34:00.551354","  58.27144","     0.33","  -1.24"," BE0003,BE0007,BE000D","     5.189059","    50.009053"," 108.2572","     5.056322","    49.940034","  93.8024","Perseids","  45.88298"," +57.56247"
" 2023-08-13 00:34:05.181625","  59.83575","     0.53","  -1.99"," ES0009,ES0016","    -6.287457","    41.154895"," 110.7178","    -6.477022","    41.003246","  93.3051","Perseids","  47.02482"," +56.21423"
" 2023-08-13 00:34:18.012052","  37.24283","     0.21","  +0.23"," UK0083,UK0098","    -2.832409","    52.957867","  90.5068","    -2.868934","    53.008824","  85.8815","Northern delta Aquariids"," 345.14038","  +0.39941"
" 2023-08-13 00:34:36.264659","  60.28087","     0.35","  -0.56"," ES0004,ES000L","     1.888945","    42.734548"," 111.2251","     1.760194","    42.636986","  97.1859","Perseids","  46.94616"," +57.86214"
" 2023-08-13 00:34:41.480764","  59.47407","     0.33","  -1.88"," CH0005,IT0004","    10.403812","    43.243355"," 105.9941","    10.305626","    43.173324","  93.3643","Perseids","  45.10807"," +58.27100"
" 2023-08-13 00:34:47.360515","  58.02620","     0.37","  -1.00"," HR000P,HR000Z,HR0025,SI0001","    16.206995","    45.401343"," 108.6143","    16.099289","    45.332102","  94.3543","Perseids","  48.50295"," +58.41304"
" 2023-08-13 00:34:55.491672","  58.76415","     0.30","  -1.87"," HR000M,SK0005","    15.710253","    46.560355"," 106.4778","    15.604916","    46.499191","  92.6624","Perseids","  46.79213"," +57.74605"
" 2023-08-13 00:35:01.927324","  55.58955","     0.28","  +0.13"," HR000W,HR001X","    14.160176","    46.466892"," 109.5157","    14.080437","    46.420323","  99.1785","Perseids","  46.02411"," +57.70077"
" 2023-08-13 00:35:02.082342","  59.39725","     0.45","  -2.82"," DE000B,DE000C","     7.963945","    53.927417"," 110.4854","     7.773605","    53.854364","  90.9464","Perseids","  46.89968"," +56.60840"
" 2023-08-13 00:35:05.308034","  55.92078","     0.28","  -2.83"," UK006G,UK0073","     5.466964","    54.547513"," 103.7953","     5.378766","    54.502728","  92.6742","...","  43.50096"," +62.49910"
" 2023-08-13 00:35:19.978282","  60.26143","     0.56","  -2.18"," UK002Z,UK0032,UK006E,UK006T,UK006V,UK008G","    -3.165867","    54.795363"," 111.7848","    -3.422613","    54.681416","  88.2477","Perseids","  46.44849"," +57.28290"
" 2023-08-13 00:35:21.651819","  58.63381","     0.31","  -1.92"," ES000Z,ES0013","    -1.407425","    38.626056"," 107.1362","    -1.511910","    38.531551","  96.1372","Perseids","  46.96039"," +58.20083"
" 2023-08-13 00:35:32.736531","  58.32474","     0.42","  -1.53"," UK002Z,UK0032,UK005H,UK006T,UK007N,UK0098","    -1.879448","    53.420250"," 108.8495","    -2.065905","    53.331890","  91.2909","Perseids","  47.14840"," +57.31619"
" 2023-08-13 00:35:34.487034","  59.07273","     0.53","  -3.02"," CH0005,HR000U,IT0001,SI0004","    13.201246","    45.369997"," 112.4922","    13.045089","    45.268507","  92.1865","Perseids","  46.97258"," +58.44479"
" 2023-08-13 00:35:35.516962","  58.35227","     0.29","  -0.53"," ES000D,ES000F","     0.313339","    42.320199"," 107.1576","     0.221366","    42.251324","  97.8098","Perseids","  48.25583"," +56.82013"
" 2023-08-13 00:35:37.243366","  56.66895","     0.30","  -1.69"," HR0027,HU0001","    19.664691","    45.843905"," 108.1750","    19.582881","    45.795006","  96.4622","Perseids","  46.49456"," +57.94134"
" 2023-08-13 00:35:41.311701","  59.41926","     0.28","  -1.66"," UK004B,UK006C,UK008G","    -1.534946","    55.586660"," 107.3172","    -1.665766","    55.531932","  95.0029","Perseids","  46.03644"," +57.77668"
" 2023-08-13 00:35:47.764291","  55.51660","     0.47","  -1.46"," CH0006,DE0007,DE0009,DE000R","     8.399135","    50.427179"," 110.8607","     8.247925","    50.309321","  91.9488","...","  59.39645"," +64.40228"
" 2023-08-13 00:35:51.595169","  59.86685","     0.22","  +1.12"," HR0024,HU0002","    18.499274","    46.327255"," 103.3485","    18.433503","    46.288503","  92.3648","...","  37.61983"," +58.34948"
" 2023-08-13 00:35:55.515929","  37.29362","     0.42","  -0.06"," UK005M,UK007N,UK008F,UK0098,UK00A0","    -0.308166","    52.987391"," 101.4327","    -0.310088","    52.904386","  88.8133","..."," 126.71135"," +89.70032"
" 2023-08-13 00:35:58.587326","  59.16307","     0.24","  +0.35"," UK007N,UK009J","    -0.124780","    51.897646"," 108.3550","    -0.233157","    51.839506","  97.7381","Perseids","  49.75445"," +58.11457"
" 2023-08-13 00:36:03.265716","  39.74484","     0.34","  -0.10"," HR0010,IT0001","    14.681424","    44.461031","  98.4539","    14.681566","    44.542246","  88.4905","Northern delta Aquariids"," 344.05537","  +0.94470"
" 2023-08-13 00:36:03.436867","  56.85501","     0.37","  -1.32"," UK003Z,UK004G,UK0070,UK009G","    -2.461963","    51.418375"," 108.8766","    -2.621137","    51.336561","  93.5882","Perseids","  46.13889"," +56.98934"
" 2023-08-13 00:36:05.650535","  55.97728","     0.29","  -1.31"," NL000M,UK002K,UK005M,UK006G,UK0073,UK00A0","     1.791285","    53.690153"," 106.8703","     1.693783","    53.640264","  96.0952","Perseids","  46.33282"," +60.50786"
" 2023-08-13 00:36:13.456125","  58.85462","     0.29","  -1.81"," HR0010,IT0004","    11.923935","    43.440960"," 108.8413","    11.823847","    43.374091","  96.2216","Perseids","  46.29466"," +57.22956"
" 2023-08-13 00:36:15.332317","  49.12722","     0.27","  +1.66"," HR0001,HR000Q,HR001K","    14.378921","    45.930127","  99.6715","    14.344233","    45.908381","  87.4328","...","   6.00783"," +55.33015"
" 2023-08-13 00:36:26.087680","  55.11924","     0.29","  -0.41"," DE0005,DE000R","     7.258079","    50.158035"," 107.3711","     7.143007","    50.096902","  95.4810","Perseids","  52.07806"," +57.38957"
" 2023-08-13 00:36:26.292547","  57.90560","     0.28","  -2.06"," HR000V,HR0024,SI0002,SK0003,SK0004","    16.284918","    48.088713"," 107.1429","    16.199569","    48.041253","  95.4091","Perseids","  45.57391"," +58.66381"
" 2023-08-13 00:36:32.083745","  59.70374","     0.32","  -1.00"," ES000U,PT0002","    -5.996692","    37.681321"," 110.1134","    -6.109209","    37.571132","  99.4007","Perseids","  49.62410"," +58.32125"
" 2023-08-13 00:36:35.890322","  55.98559","     0.20","  -0.27"," CH0004,SI0003","    11.007275","    46.034009"," 106.2663","    10.937353","    45.988894","  97.5727","Perseids","  48.04321"," +58.63043"
" 2023-08-13 00:36:37.060141","  59.14907","     0.49","  -2.28"," ES000C,ES000F","    -0.765664","    41.039928"," 110.7147","    -0.924486","    40.908182","  92.8843","Perseids","  44.43495"," +58.51834"
" 2023-08-13 00:36:37.244851","  60.42671","     0.55","  -2.25"," ES000Z,ES0013,ES0019","    -2.680355","    38.177664"," 110.8426","    -2.871466","    38.004821","  91.3023","Perseids","  46.74033"," +57.72652"
" 2023-08-13 00:36:49.098740","  35.30372","     0.76","  +0.06"," UK001S,UK003Z,UK004G,UK0070","    -2.740762","    51.823471","  99.3942","    -2.734956","    51.651440","  84.2760","..."," 152.60943"," +74.82689"
" 2023-08-13 00:36:50.576744","  56.33116","     0.25","  -0.86"," UK004B,UK006V,UK008G","    -2.229182","    54.667987"," 106.7520","    -2.337492","    54.620126","  96.6139","Perseids","  46.64395"," +57.48768"
" 2023-08-13 00:36:51.429445","  57.21074","     0.20","  -0.19"," HR001G,HR0027,HU0002","    17.940740","    45.744700"," 106.9966","    17.873863","    45.706886","  97.5546","Perseids","  44.41119"," +56.95595"
" 2023-08-13 00:36:56.039680","  55.59857","     0.20","  +0.42"," HR0018,HR0024","    16.745457","    46.209890"," 106.8545","    16.679420","    46.170638","  97.9632","Perseids","  47.35740"," +57.94157"
" 2023-08-13 00:37:13.765072","  59.76110","     0.56","  -1.96"," ES0009,ES0011,ES0016","    -5.508009","    41.977398"," 108.6210","    -5.731864","    41.791829","  90.4328","...","  56.62280"," +55.71234"
" 2023-08-13 00:37:17.695487","  58.72347","     0.37","  -1.05"," BE0007,DE0005","     5.715519","    49.530763"," 109.1401","     5.568933","    49.452960","  92.8157","Perseids","  46.20059"," +57.67647"
" 2023-08-13 00:37:31.104306","  58.36272","     0.36","  -2.75"," HR0010,IT0004,SI0001,SI0004","    11.969920","    43.551424"," 110.8090","    11.855377","    43.473756","  96.5384","Perseids","  47.96338"," +57.49822"
" 2023-08-13 00:37:31.223758","  21.96909","     0.26","  -0.60"," UK004B,UK006C,UK006V,UK008G","    -0.885948","    54.789437","  81.5024","    -0.847975","    54.775173","  77.0371","..."," 261.94874"," +57.26826"
" 2023-08-13 00:37:38.974832","  54.84471","     0.28","  +0.09"," HR0018,HR0024,SI0002","    16.775412","    46.459232"," 109.7800","    16.696694","    46.399342","  97.5698","...","  47.59218"," +62.49102"
" 2023-08-13 00:37:43.955614","  59.22981","     0.52","  -2.82"," HR0002,HR000D,HR0010","    13.601349","    42.879066"," 112.8246","    13.441389","    42.767289","  91.3597","Perseids","  45.76324"," +57.78036"
" 2023-08-13 00:37:57.862157","  62.26817","     0.40","  -3.89"," HR000J,HR0010","    10.805457","    42.158441"," 107.4916","    10.650413","    42.045107","  90.0581","Perseids","  52.94220"," +57.11879"
" 2023-08-13 00:38:05.503516","  55.98492","     0.25","  -0.60"," IT0004,SI0004","    11.212010","    44.626716"," 108.2527","    11.121120","    44.574566","  97.9758","Perseids","  48.46189"," +55.05325"
" 2023-08-13 00:38:09.390962","  59.97921","     0.34","  -0.75"," HR0024,SK0005","    16.928950","    47.091545"," 110.4188","    16.793210","    47.029106","  94.3165","...","  48.40560"," +54.23207"
" 2023-08-13 00:38:12.377910","  57.37247","     0.20","  -0.88"," CH0004,SI0003","    10.829858","    46.230596"," 106.6050","    10.758358","    46.187347","  97.7518","Perseids","  46.67226"," +57.76672"
" 2023-08-13 00:38:19.018590","  67.83974","     0.25","  -1.00"," SK0002,SK0003","    17.500974","    48.959850"," 108.2259","    17.336157","    49.015724","  98.7456","...","  36.07417","  +9.97667"
" 2023-08-13 00:38:20.924394","  48.56304","     0.20","  -0.69"," UK007E,UK008F","     0.260544","    51.558018","  97.7151","     0.229643","    51.567403","  88.1010","..."," 348.19728"," +43.71953"
" 2023-08-13 00:38:24.296654","  26.86306","     0.80","  +0.08"," ES000L,ES000T,ES000V","     2.100916","    41.383252"," 100.2989","     2.125855","    41.528486","  87.6325","..."," 325.57944"," -13.39687"
" 2023-08-13 00:38:25.812398","  56.96738","     0.38","  -0.36"," DE0007,DE000R","     8.202983","    50.251781"," 109.8376","     8.076693","    50.181966","  95.1747","Perseids","  49.02760"," +59.20281"
" 2023-08-13 00:38:26.386967","  60.55067","     0.45","  -2.21"," ES000Z,ES0019","    -4.070691","    39.235389"," 109.7379","    -4.205367","    39.120133","  95.8748","Perseids","  44.84542"," +57.37242"
" 2023-08-13 00:38:27.489476","  66.45354","     0.29","  +0.20"," UK002K,UK005M,UK006C,UK006G,UK008F,UK00A0","     0.868729","    53.485395"," 108.6646","     0.641135","    53.547493","  98.6141","...","  24.22501"," +11.00139"
" 2023-08-13 00:38:28.878163","  59.73279","     0.41","  -1.91"," BE000H,UK003C,UK007E","    -1.760662","    50.548487"," 109.4221","    -1.931601","    50.451098","  91.8724","Perseids","  46.85986"," +58.45118"
" 2023-08-13 00:38:34.212634","  60.87098","     0.41","  -2.15"," UK001S,UK009G","    -4.593920","    51.606212"," 108.5224","    -4.751975","    51.525150","  94.5288","Perseids","  48.47236"," +55.93871"
" 2023-08-13 00:38:49.339327","  33.64058","     0.61","  +1.25"," UK004B,UK005H,UK006V,UK008G","    -1.184527","    54.021466","  99.2316","    -1.229050","    54.150144","  88.8840","..."," 338.51401","  -2.19863"
" 2023-08-13 00:38:53.411685","  35.76888","     0.50","  +2.92"," HR001J,HR001M,HR001S,HR001X","    13.740426","    46.045554","  96.5362","    13.731859","    46.165881","  85.6098","..."," 346.08061","  -6.50755"
" 2023-08-13 00:38:54.045357","  58.21414","     0.31","  -0.97"," UK002Z,UK005H,UK006T,UK006V,UK0072,UK007N,UK008G","    -1.858638","    53.875556"," 107.5126","    -2.002371","    53.814729","  94.7618","Perseids","  47.46899"," +55.57983"
" 2023-08-13 00:39:03.236013","  58.83230","     0.36","  -1.46"," UK004G,UK0070,UK0098","    -2.058912","    52.097444"," 108.9769","    -2.218336","    52.015181","  93.3180","Perseids","  47.24008"," +57.84511"
" 2023-08-13 00:39:06.931145","  60.69820","     0.44","  -3.38"," UK006G,UK0073","     5.499724","    54.892926"," 108.9847","     5.320249","    54.821436","  89.7513","Perseids","  45.41950"," +58.41111"
" 2023-08-13 00:39:11.885574","  58.49641","     0.50","  -0.83"," HR000M,HR000V,HR000Z,HR0025,SI0002","    16.031237","    45.535592"," 111.3044","    15.899235","    45.451937","  92.8872","Perseids","  46.34834"," +58.49689"
" 2023-08-13 00:39:16.678668","  58.53635","     0.28","  -2.12"," HR0002,HR000H,HR0010,SI0001","    14.741611","    43.280014"," 110.0628","    14.647366","    43.216511","  97.2928","Perseids","  46.21085"," +57.53476"
" 2023-08-13 00:39:19.430614","  58.46519","     0.25","  -1.01"," CH0006,DE000P","     9.482778","    48.694215"," 108.6566","     9.386224","    48.643148","  97.3586","Perseids","  47.01101"," +57.41052"
" 2023-08-13 00:39:21.751865","  59.37253","     0.23","  -1.42"," BE000J,FR000X","     1.917258","    50.913810"," 107.3658","     1.820314","    50.864344","  97.4179","Perseids","  47.37188"," +57.37034"
" 2023-08-13 00:39:21.810726","  59.36675","     0.23","  -1.42"," BE000J,FR000X","     1.917793","    50.913660"," 107.3382","     1.820519","    50.864377","  97.4100","Perseids","  47.39400"," +57.21725"
" 2023-08-13 00:39:27.033912","  59.06662","     0.59","  -1.82"," HR000M,HR000V,HR0018,HR0024,SI0002,SK0005","    16.895566","    46.389447"," 114.5563","    16.705335","    46.276894","  88.1174","Perseids","  46.38153"," +58.11670"
" 2023-08-13 00:39:32.493629","  58.99080","     0.77","  -3.62"," HR0024,HU0002,SI0002","    21.038978","    46.914839"," 117.1360","    20.788051","    46.757803","  78.5028","Perseids","  47.02490"," +59.69489"
" 2023-08-13 00:39:34.662678","  55.91937","     0.29","  -0.79"," HR000M,HR000V,HR0025,SI0001","    16.837988","    45.574185"," 106.8969","    16.759191","    45.526384","  96.3994","Perseids","  48.60503"," +57.68242"
" 2023-08-13 00:39:43.336982","  58.09906","     0.34","  -2.27"," BE000B,DE0005","     4.211562","    51.787699"," 106.5027","     4.066529","    51.719495","  91.1088","Perseids","  46.36617"," +57.48582"
" 2023-08-13 00:39:49.340007","  39.28911","     0.52","  +0.52"," HR000M,HR0025","    17.135525","    45.048565","  98.5797","    17.118026","    45.204421","  87.5053","AOA"," 351.49665"," -14.00443"
" 2023-08-13 00:39:52.870867","  59.47104","     0.32","  -2.06"," CH0002,CH0005,SI0003,SI0004","     9.374205","    44.959731"," 106.3009","     9.254432","    44.892217","  92.2101","...","  44.85573"," +55.31927"
" 2023-08-13 00:39:54.229138","  58.71279","     0.40","  -1.99"," HR0027,HU0001,HU0002,SI0002","    19.195405","    45.785162"," 108.7923","    19.085406","    45.718575","  93.3997","Perseids","  48.54516"," +57.99665"
" 2023-08-13 00:39:58.843597","  58.93413","     0.49","  -1.05"," UK002K,UK004B,UK006C,UK0073","     0.686219","    54.355733"," 111.6625","     0.467432","    54.258314","  90.2410","Perseids","  48.01140"," +57.94368"
" 2023-08-13 00:40:02.722111","  58.07631","     0.35","  -1.61"," ES0009,ES0011,ES0016","    -5.290415","    41.846038"," 108.4500","    -5.419478","    41.743233","  95.8471","Perseids","  47.50384"," +57.14380"
" 2023-08-13 00:40:08.161671","  57.20591","     0.25","  -0.35"," UK002Z,UK0032,UK005H","    -1.397277","    53.599212"," 106.2521","    -1.507754","    53.549168","  95.6242","Perseids","  46.54204"," +57.28226"
" 2023-08-13 00:40:15.207258","  55.40474","     0.20","  -1.14"," BG0003,GR0003","    21.418431","    41.899970"," 105.1029","    21.356093","    41.869927","  95.7565","...","  40.61535"," +51.29048"
" 2023-08-13 00:40:16.861443","  57.13577","     0.24","  -0.27"," BE000L,DE0005,FR000Y","     6.089650","    50.588386"," 108.5917","     5.987110","    50.537152","  97.2964","Perseids","  47.22657"," +57.63379"
" 2023-08-13 00:40:17.174457","  59.62418","     0.81","  -2.16"," ES0002,ES0003","   -19.131512","    27.861992"," 114.9342","   -19.382579","    27.536963","  97.1793","Perseids","  45.79495"," +58.25501"
" 2023-08-13 00:40:35.079530","  57.17506","     0.29","  +0.10"," HR000V,HR0025","    16.627159","    45.240379"," 107.3691","    16.536387","    45.183843","  94.3921","Perseids","  45.28897"," +58.05384"
" 2023-08-13 00:40:38.297617","  53.15557","     0.28","  +1.10"," HR0001,HR000Q,HR001K,HR001S,HR001X","    14.247249","    46.128647"," 110.2512","    14.155514","    46.069392","  97.7875","Perseids","  47.66696"," +59.19400"
" 2023-08-13 00:40:42.453097","  58.50651","     0.27","  -0.90"," UK007E,UK008F,UK009A","     0.334226","    51.646965"," 107.2771","     0.225434","    51.590147","  96.2123","Perseids","  48.23417"," +58.12754"
" 2023-08-13 00:40:45.823346","  54.23287","     0.25","  -0.91"," ES000Z,ES0013","    -3.140510","    38.460534"," 107.6975","    -3.208297","    38.384992","  99.0522","...","  44.78630"," +62.97235"
" 2023-08-13 00:40:48.300138","  60.45637","     1.01","  -2.62"," ES0002,ES0003","   -18.141271","    28.102217"," 119.2818","   -18.448661","    27.717685"," 100.0273","Perseids","  49.96303"," +56.81139"
" 2023-08-13 00:40:50.281902","  54.85739","     0.20","  +1.34"," HR0001,HR001E","    13.981073","    45.944631"," 108.4642","    13.912500","    45.902302","  99.9457","Perseids","  50.68269"," +57.87512"
" 2023-08-13 00:40:54.677613","  57.66775","     0.24","  -1.55"," RU0001,RU000Q","    39.826446","    46.123491"," 105.1735","    39.767882","    46.090865","  92.7622","Perseids","  48.38613"," +56.93228"
" 2023-08-13 00:40:56.788324","  55.94562","     0.20","  -1.40"," BG0003,BG0004","    22.827343","    41.848104"," 106.1262","    22.766759","    41.806356","  97.2079","Perseids","  49.63916"," +56.92117"
" 2023-08-13 00:40:59.327477","  56.72911","     0.40","  -1.47"," DE000S,NL000D","     6.938974","    53.114227"," 112.4218","     6.772529","    53.041459","  94.9453","Perseids","  49.22283"," +57.61829"
" 2023-08-13 00:41:08.828130","  56.50689","     0.29","  -1.68"," HR0010,IT0004","    12.698724","    44.665153"," 106.9756","    12.628482","    44.643826","  94.4945","...","  21.96317"," +48.91640"
" 2023-08-13 00:41:19.842192","  57.14088","     0.20","  +0.16"," BE000A,BE000B","     2.993930","    51.583882"," 108.8749","     2.911300","    51.540330","  99.4494","Perseids","  45.52273"," +59.49263"
" 2023-08-13 00:41:23.642574","  59.03252","     0.39","  -2.49"," UK004G,UK0070","    -1.891842","    52.331381"," 107.0552","    -2.048208","    52.254026","  91.7695","Perseids","  46.98436"," +57.48252"
" 2023-08-13 00:41:58.473807","  58.70869","     0.30","  -1.77"," BG0003,GR0003","    21.689636","    42.400862"," 107.2629","    21.598936","    42.341664","  93.6089","Perseids","  46.70963"," +56.45833"
" 2023-08-13 00:41:59.949518","  59.28950","     0.32","  -1.29"," CH0006,DE000P","     9.047581","    48.314036"," 108.9097","     8.920515","    48.247493","  94.1452","Perseids","  46.89990"," +56.88846"
" 2023-08-13 00:42:00.557521","  63.71602","     0.25","  -0.79"," HR0024,HU0001,HU0002,SK0005","    18.455051","    46.914196"," 110.0513","    18.362724","    46.961671","  96.8339","...","  18.59383"," +21.78756"
" 2023-08-13 00:42:07.559455","  23.64413","     0.69","  +0.21"," HR0024,HR0027","    18.759234","    45.626185","  87.5107","    18.862431","    45.729687","  79.7153","..."," 317.21132"," -12.86240"
" 2023-08-13 00:42:21.626970","  57.07151","     0.22","  -1.07"," HR001G,HR0027,HU0002","    18.602352","    45.545194"," 108.3101","    18.531633","    45.506182","  98.4258","Perseids","  46.21408"," +56.38720"
" 2023-08-13 00:42:23.096888","  58.48026","     0.27","  -0.67"," UK002K,UK004L,UK005G,UK005M,UK008F","     1.415444","    52.945635"," 104.3689","     1.294562","    52.893086","  92.8947","Perseids","  48.37033"," +56.11941"
" 2023-08-13 00:42:23.385762","  59.01036","     0.29","  -0.97"," CH0004,HR000U,SI0003","    12.833165","    46.454702"," 108.7222","    12.725069","    46.387489","  95.6039","Perseids","  51.79894"," +58.22685"
" 2023-08-13 00:42:26.206668","  58.45078","     0.45","  -3.51"," BG0003,BG0004","    23.942572","    42.065457"," 111.6062","    23.812118","    41.971253","  89.8777","Perseids","  45.98062"," +57.81471"
" 2023-08-13 00:42:28.284066","  59.59596","     0.28","  -0.46"," DE0007,DE000R","     7.861038","    49.938756"," 107.7371","     7.759975","    49.889049","  97.0276","Perseids","  50.19935"," +56.51335"
" 2023-08-13 00:42:34.306725","  56.11853","     0.20","  -0.06"," HR0024,HU0001","    19.245329","    45.800668"," 104.8985","    19.188511","    45.765100","  95.8783","Perseids","  43.57973"," +58.81870"
" 2023-08-13 00:42:40.468590","  57.31587","     0.34","  -0.96"," BE0007,CH0006,DE0007,DE000R","     7.463031","    49.829704"," 109.5509","     7.335029","    49.763252","  94.6694","Perseids","  46.76779"," +58.04846"
" 2023-08-13 00:42:40.527572","  55.48938","     0.28","  -0.88"," ES0009,ES0011","    -4.508278","    40.994337"," 110.0530","    -4.603824","    40.913668"," 100.4031","Perseids","  48.58962"," +57.94744"
" 2023-08-13 00:42:59.959372","  58.14453","     0.45","  -2.59"," RU0001,RU000Q","    38.100022","    48.295961"," 107.9738","    38.002071","    48.244228","  86.5367","Perseids","  46.14099"," +58.24335"
" 2023-08-13 00:43:00.607849","  62.68266","     0.29","  -1.91"," UK006C,UK0073","     0.804762","    55.938164"," 104.7166","     0.677745","    55.889650","  92.7725","Perseids","  47.69161"," +57.17841"
" 2023-08-13 00:43:10.447386","  55.10740","     0.25","  +0.30"," UK001S,UK003Z","    -2.932088","    51.911727"," 108.7529","    -3.022975","    51.864196"," 100.2236","Perseids","  49.92560"," +57.22594"
" 2023-08-13 00:43:15.430742","  57.30452","     0.32","  -2.51"," UK004G,UK0072,UK0083","    -2.459667","    52.624590"," 106.8172","    -2.594185","    52.558116","  92.8543","Perseids","  44.36352"," +58.48197"
" 2023-08-13 00:43:23.561939","  57.31409","     0.36","  -0.79"," UK001S,UK003Z","    -3.360502","    51.620129"," 107.4331","    -3.494080","    51.545300","  94.1503","Perseids","  48.96837"," +58.61005"
" 2023-08-13 00:43:29.005040","  27.07263","     1.03","  -0.08"," HR000M,HR000S,HR000V,HR000Z,HR0025,SI0001,SI0002","    15.891219","    45.473675","  97.4114","    16.020197","    45.645916","  82.1409","..."," 323.58875","  -8.34094"
" 2023-08-13 00:43:38.249890","  60.01279","     0.44","  -1.62"," UK006C,UK0073","     0.776048","    55.576926"," 112.5107","     0.564096","    55.490125","  92.0720","Perseids","  48.45230"," +57.89277"
" 2023-08-13 00:43:38.271938","  54.61357","     0.28","  -0.66"," ES000E,ES000L","     3.042851","    42.462931"," 106.7066","     2.963397","    42.400407","  97.5418","Perseids","  48.56267"," +58.75729"
" 2023-08-13 00:43:50.036710","  56.37475","     0.36","  -1.32"," UK002X,UK004D,UK005H,UK007N","    -0.790665","    53.600175"," 108.8672","    -0.927434","    53.531920","  95.4200","Perseids","  50.47726"," +58.63784"
" 2023-08-13 00:43:57.980179","  57.13814","     0.22","  -0.48"," ES0001,ES000C,ES000F,ES000H","    -0.135846","    41.432675"," 108.7507","    -0.216530","    41.371631"," 100.5079","Perseids","  48.84738"," +56.50114"
" 2023-08-13 00:43:59.056899","  36.09067","     0.24","  +0.07"," ES000D,ES000F","    -0.052152","    41.859146","  95.0197","    -0.086390","    41.921331","  90.3118","AOA"," 351.14744"," -15.08081"
" 2023-08-13 00:44:01.860665","  59.87199","     0.77","  -1.54"," ES000H,ES000T,ES000V","     1.446585","    41.554934"," 116.8781","     1.195004","    41.357443","  89.1328","Perseids","  47.92252"," +57.75487"
" 2023-08-13 00:44:06.328072","  57.55268","     0.25","  -0.47"," HR000V,HR0025,SI0001","    15.848188","    44.984647"," 108.2739","    15.782250","    44.940663","  98.6614","Perseids","  46.01467"," +58.98773"
" 2023-08-13 00:44:09.204621","  38.62028","     0.65","  -1.36"," SK0003,SK0004","    15.606819","    48.713954"," 103.4466","    15.674129","    48.641918","  80.6870","..."," 316.43995"," +65.42239"
" 2023-08-13 00:44:11.629834","  60.15484","     0.67","  -2.22"," UK002K,UK005M,UK006G,UK0073,UK007N,UK008F,UK00A0","     1.697624","    53.558083"," 114.8527","     1.416555","    53.435617","  86.5009","Perseids","  46.94321"," +57.43941"
" 2023-08-13 00:44:13.396229","  30.57312","     0.28","  +1.38"," HR000Z,HR0025","    16.485718","    45.136545","  89.7361","    16.510065","    45.187124","  83.9211","..."," 334.05077","  -0.93556"
" 2023-08-13 00:44:23.970302","  58.82092","     0.94","  -5.22"," HR0002,HR000H,SI0001,SK0005","    16.297770","    42.563788"," 127.7919","    16.004690","    42.350863","  85.9646","Perseids","  47.53449"," +58.30832"
